X,Y
2.705735220119151,3.6299385078796553
4.762239119713375,9.403703396854397
6.0961621023043016,1.7051798938670393
1.8725043421724963,4.116660325463931
0.2799536548956172,3.9856856216625602
2.0399355000831143,5.105734567091103
2.451045610443593,1.5690928025988171
4.3633056237972925,9.826662117798257
6.309292421381574,6.327525744809615
3.014236164863119,9.296688614113544
9.75506713245736,6.39705489096841
8.711483413670983,6.358981304875596
6.207320313953527,6.009990274558735
3.3788707424605824,2.462157170735865
1.6973160496332196,2.8668015019570516
6.597301512508898,1.6683274879237286
7.154490697792484,7.075198086039495
0.6610071679227247,8.56138218074267
7.751162103601025,2.1944594126694863
8.886288111154085,0.6208329701982052
6.322237729028609,4.034584513173725
7.033525199361095,9.65710435177882
8.6344422305943,1.4462775460926192
9.487239098864617,5.554739141267257
3.5187642190289923,7.765942549387567
0.5920180480396464,1.949094211027047
3.109550914270601,3.487405060728357
1.7085097539171679,2.2267343556083397
3.740487399814488,4.6692841647332015
5.039710319327204,9.351378963822823
7.904919029929327,6.312191816977066
9.524819001031181,1.1053451326006802
2.8982083409994006,3.4277275183558253
9.520140944076385,7.037528074280633
1.8404426502894977,9.94528427514078
4.400613534000898,3.6200150384837038
1.8249947942328737,5.189552295426899
2.606509673451801,2.238302600710149
0.17206897789604936,3.47470024284147
2.462796164882209,1.3291907420805138
3.865118916163949,1.8443217858280303
4.971680515517577,2.989113137917623
3.0354148202571043,0.4858155412802745
0.13041057601078432,2.777987905157034
8.768501280835178,0.8310961623983193
2.36095066614412,0.2914682609792385
2.189014755615207,9.646225819339394
0.041651987844515403,3.2639721809149336
2.6003093557271937,6.885057592199705
2.749924989931889,2.7971536165930244
5.734214584020347,4.402793207755559
5.204065929842361,8.192827337531707
7.992297558169913,7.934672642988925
7.783445107689046,5.260277251946759
9.300787354673394,3.5383154448083065
5.2570992856450065,3.252045129714073
9.349572594485204,8.83073417419719
8.163649611827525,1.1195506607614536
1.8914978645463199,3.8281250667697964
6.974951360085157,0.4075976690697014
9.149716019232043,6.341751566721079
9.030514393073974,9.421806142185456
8.617010353460369,5.6890044604033125
6.476363959130117,3.6322569796256188
9.600426255523177,3.129035795328472
2.500167685956758,7.030759037343901
6.973739968258194,1.4751577732278343
1.2363180317953704,7.2110292546289
6.62767517135585,1.629521986614073
7.096408212689623,2.7936236822873326
6.719843840105504,9.721791107298493
4.981503859514276,3.311642803893177
4.114010390774,9.61134691429405
8.666791945821435,8.992025876091144
4.69748695170935,1.888996122393528
3.178217655823331,0.3515798430195982
0.471371476582344,3.7406013579599904
6.5912316835082585,6.927054608338647
7.555678339174204,9.504921797941407
5.038730496361019,3.578518909840913
7.294669256169607,3.686221125910433
6.396887065346471,1.386590964098453
5.021837351462156,7.5651256673586085
1.8829242052539052,4.683225609944397
3.572116459902588,4.815761976766144
7.297223574673865,1.8785447189699789
7.505642601286745,0.5442216796667343
0.5312729084907419,6.865324672428712
4.28135847013794,4.830225903893815
6.0907040933114,8.273510551834773
7.3228085026251835,0.277760664860468
3.9916760972159473,8.326274534651368
5.444239428077788,8.39418828243849
3.785444539867562,2.7731095535158823
3.400816634013232,3.304221561852697
3.2622349388281044,7.25899062112865
8.206262735630645,7.381177729496243
0.7736580229194046,7.946592336980246
0.36365960012175513,0.8398236965997374
6.850682276564035,4.5621729889829075
