X,Y
1.8817251529331425,5.990862529401394
6.270556468552484,7.2092446668758345
2.153177994727462,3.063958566392335
1.509701076574964,4.043954647747654
5.3614430667957444,8.227824204975265
1.0038679422454932,5.871303512352972
7.311584319806627,7.065155434054563
9.396510394411749,5.105822466821825
9.433181844632019,8.300616609931176
3.747385050177762,7.206780114798219
5.957502458740258,8.662616828816475
6.619827122744677,2.034097721519905
5.105804552532703,2.9853485128362522
4.708925816438495,4.7580402206377395
0.08872285585150852,4.93604497921468
0.6789640356536919,6.076761307177875
4.348162283835888,8.189355770325863
4.314936308803608,5.277238384199121
1.8588368551977097,9.392041360238716
5.297053167019046,7.233834149872738
